,appln_id,appln_abstract_lg,appln_abstract
617,35953212,en,"PROBLEM TO BE SOLVED: To provide a water flow pulsation generator capable of giving a pulsation to a jet and having such a structure as residual water in piping is easily discharged. SOLUTION: A water current pulsation generator is equipped with channels 25 and 49 wherein fluids are circulated, a plunger 18 provided in the channels 25 and 49, forming a through-course 24 wherein the fluids are circulated and vibrating along the circulating direction of the fluids by electromagnetic force, a valve body 33 provided in the through-course 24 of the plunger 18 and moving by the vibration of the plunger 18 and a valve seat 35 on which the valve body 33 sits."
618,35953214,en,"PURPOSE:To obtain an orange toner superior in light transmittance by using a chain polymer having specified rhodanine derivatives on its side chains as a colorant. CONSTITUTION:The polymer to be used as the colorant is one of the rhodanine derivatives represented by formula I in which each of R<1> and R<2> is H, alkyl, or optionally substituted aryl, and optionally same or different from each other, and this polymer itself is the orange polymer superior in light transmittance, thus permitting the obtained toner to be made a light transmitting type toner only by granulating this polymer and enhanced in humidity resistance and accordingly, freed of humidity resistance."
619,35953215,en,"PURPOSE:To reduce stress in welding process and to obtain wire with high integration and reliability by forming a 0.2-5.0mum thick coating of a specified thermosetting resin on a conductor. CONSTITUTION:A conductor is coated with a thermosetting resin having elongation 0.3-2%, tensile strength 3-6k/mm<2>, glass transition temperature Tg >=80 deg.C in 0.2-5.0mum. Phenol resin and melamine resin are preferable for the thermosetting resin material. Also, the conductor may be ultrasonic weldable one and preferably Cu in >=99.999% purity and Al in >=99.99% purity. As a result, stress in welding process is lowered and insulating properties and heat resistance of the insulation layer can be retained and highly integrated wiring can be achieved."
620,35953216,en,"PURPOSE:To shorten the time for sample observation by operating the distance between the tip of a probe and the surface of the sample, and connecting a CPU for controlling a motor to length measuring machines through a controller. CONSTITUTION:Laser length measuring machines 8 and 9 are connected to a CPU 7. A piezoelectric unit 1 to which a probe 2 is attached, a sample M, a micrometer 4, a motor 5 and the like are provided in a vacuum chamber 10. When the sample M is coarsely moved at first, the micrometer 4 is driven with the motor 5. At this time, the distance between the probe 2 and the surface of the sample M is operated with the length measuring machines 8 and 9 and the CPU 7. The motor 5 is controlled through the controller 6 under this state. Thus the micrometer can be coarsely moved until the distance between both parts becomes several mum. Then, the probe 2 is finely moved slowly by applying a voltage to the unit 1. When the distance between the tip of the probe 2 and the surface of the sample M approaches several tens of Angstrom , a tunnel current starts to flow."
621,35953217,en,"PURPOSE:To press-fix a semiconductor device to a tape main body, and prevent the lead from being bent assuredly due to vibration, etc., during transport by providing an air filled bag which faces a recessed part of a tape main body, and comes into press-contact with a semiconductor device which is placed in the recessed part, on a cover tape. CONSTITUTION:In a cavity 2 on one end side of a tape main body 3, an SOP type IC 5 is inserted and placed. On the tape main body 3, one end of a cover tape 12 which is formed into a thin long bag shape by double tape materials is fixed. A more flexible tape material is located on the tape main body 3 side. The fixed part with the tape main body 3 is made to be the leading end of the bag while keeping airtightness. The bag-shaped cover tape 12 is expanded by blowing in air, and the cover tape 12, as it is, is fixed again at a location between the cavity 2 and the adjacent cavity 2. The more flexible tape material enters the cavity 2 by air pressure, and an air filled bag l2a is formed, and this air filled bag l2a comes into press-contact with the SPO type IC 5 in the cavity 2."
622,35953218,en,"PURPOSE:To provide an elevator monitor that sections outage information out of an elevator group control system, and displaying it only at the time of a power failure due to an accident, something trouble, etc. CONSTITUTION:An outage display judging means 15 sections whether it is an outage due to maintenance and inspection or an accident and something trouble, etc., on the basis of an outage signal and a maintenance-inspection signal inputted out of an elevator group control system 30 via a transmitter 40d, and it is made so as to be displayed on a display unit 60 only at the outage due to the accident and the trouble and suchlike."
623,35953219,en,"PURPOSE:To prevent a natural oxide film from being formed on the surface of a wafer by substituting an inside of an oxidation prevention means for an oxidation prevention gas. CONSTITUTION:When a non-treated wafer cassette 10 is stored in a buffer cassette stocker. a lid 49 blocks an opening of an oxidation prevention region. A swing cylinder 54 is activated, a rod 56 is rotated, a lock plate 57 is engaged to a hook seat 58 and then it presses the lid 49 to a cover 43 for locking. A seal means 50 is deformed and the oxidation prevention region is blocked. Then, an oxidation prevention gas is supplied from an oxidation prevention gas supply means of a clean unit 44 to the oxidation prevention region. An atmosphere including oxygen is exhausted by an exhausting means of the clean unit 44, thus enabling the oxidation prevention region to be substituted for the oxidation prevention gas and preventing a natural oxide film from being formed on the wafer surface."
624,35953220,en,"PURPOSE:To form a vessel which has luster with arbitrary distorted patterns, by using a specified resin compound and controlling the orientation of dispersed particles having a specified nearly bar-shaped form. CONSTITUTION:A resin compound which consists of thermoplastic polyester resin (A) of 98-50 pts.wt. and thermoplastic resin (B) of 2-50 pts.wt. incompatible with resin (A) and has a larger difference in refractive index than 0.05 between the resins (A), (B) in the non-orientation state at 25 deg.C, is molded by injection or extrusion to obtain preliminary moldings in which bar-shaped resin (b) are arranged in the flowing direction of the resin compound. Next, when the preliminary molding is processed with blow molding, temperature distribution is give at an arbitrary position or other ways are applied to change the oriented direction of the resin (b), which is a bar-shaped dispersion phase in the matrix resin (a), to optional directions. In this way, an optional pattern can be displayed without making the face of a molding uneven."
625,35953221,en,"PURPOSE: To obtain a waterproof shielding sheet being heat-sealable and excellent in mechanical strengths such as tensile strength and tear strength and having a property of satisfactorily following the contour of a substrate. CONSTITUTION: This sheet is the one made of 100 pts.wt. high-density polyethylene having a melt flow rate of 0.01-3.0g/10min as measured at 190 deg.C, 5-50 pts.wt. ethylene/4-10 C α-olefin copolymer and an ethylene/vinyl acetate copolymer having a vinyl acetate unit content of 20-40wt.% and used in such an amount that the vinyl acetate monomer units constitute 0.5-3.0wt.% of the sheet."
626,35953222,en,"PROBLEM TO BE SOLVED: To enhance holding power of an electrical wire in a pressure-contact connector. SOLUTION: A connector housing 21 comprises a terminal accommodating part 23 wherein a hood part 22 and a number of cavities 28 are arranged vertically in two stages, and a cover 30 is mounted on the terminal accommodating part 23. A terminal fitting 40 comprises a pressure-contact connection part 43 disposed on the cavities 28 in a zigzag pattern, and its tab 41 projects vertically in two stages into the hood part 22. A housing recessed part 25 is formed in the terminal accommodating part 23 covered with the cover 30 wherein a cover recessed part 32 corresponding to a housing recessed part 25 is formed, and a detent protrusion 25a formed in the housing recessed part 25 prevents the engagement with an engaging projection of the cover 30 from slipping off."
627,35953223,en,"PROBLEM TO BE SOLVED: To permit connection without employing any packing by a method wherein the mounting unit of a drain hose is constituted of a seal unit, preventing the leakage of drain, and a fixing unit, fixed to a drain pipe, while the seal unit, formed integrally of a material, softer than that of the fixing unit, is mounted to the drain pipe so as to be contacted with the same closely. SOLUTION: A drain hose 31 is constituted of a mounting unit 32, for mounting on the drain pipe of an indoor machine, a hose unit 33 and a connecting unit 34 for connecting it to the other hose. The mounting unit 32 is constituted of a fixing unit 35, fixing the drain hose to the drain pipe, and a seal unit 36, sealing the mounting unit 32. The fixing unit 35 is formed of a hard polyvinyl chloride and the seal unit is formed of a soft polyvinyl chloride. Both of the units are formed integrally of insert molding. The mounting unit 32 is turned clockwise to mount the same to the drain hose 31. A pushing unit 46 pushes the mounting unit 32 and the drain pipe strongly to make it hard to be pulled off. On the other hand, the outer periphery of the drain pipe is adhered closely to the inner periphery of the adhering unit of the drain hose whereby sealing can be effected surely by the part of the inner periphery."
628,35953224,en,"PROBLEM TO BE SOLVED: To reduce the inductance in a via hole, when a first conductor layer on a first surface and a second conductor layer on a second surface are connected by a via hole by processing both the surfaces of a substrate. SOLUTION: A conductor line (a first conductor layer) and a via hole pad part 12, formed integrally thereto are formed, in a first surface of a substrate 10 as a grounding constitution of a high frequency semiconductor device, etc., and the via hole part 12 has an embedded part 13 to be embedded in the via hole 30 formed in the substrate 10 and is connected to a second conductor layer (grounding conductor) 32 which is formed in a second surface in an inside of the via hole 30. After a via hole pad part 12, etc., have been formed in a first surface of the substrate 10, the via hole 30 is prepared by etching the substrate 10 from a second surface. The size of the via hole pad part 12 can be reduced, since the embedded part 13 embedded inside the substrate 10 absorbs dispersion in an etching attaining surface of the via hole 30, and inductance in the via hole 30 is reduced. A groove is formed before a second surface of the substrate 10 is polished to remain on a second surface, even after polishing and the groove is used as a positioning mark for processing a second surface thereafter."
629,35953225,en,"PROBLEM TO BE SOLVED: To provide a facsimile equipment by which the user can simply acquire information such as a transmission reception history of using an E mail function by a server and utility charge. SOLUTION: In this facsimile equipment connected to an E mail server 200 connected to the Internet through a public channel 110, after the user uses the terminal to connect to the server 200, the user depresses a dial key or the like of the terminal along with a voice guidance by the server 200 to reply the server by means of a dual-tone multi-frequency DTMF signal or the like. Thus, information on the E mail function such as a list of unreceived mails and a charge list and personal information can be acquired. Furthermore, after the connection to the server 200, an SP phone is automatically selected."
630,35953226,en,"PROBLEM TO BE SOLVED: To provide a game machine that causes great excitement in the whole games by raising a player's profit through increasing the number of shooting pachinko ball according to each concrete playing situation, and can supply and discharge pachinko ball constantly according to the change of the number of shooting balls per unit time. SOLUTION: A shooting control means 420 changes an upper limit value of a number of shooting balls per unit time to a higher value than usual, and also changes the upper limit value to a mutually different value according to a kind of the hit state during the time of open and shut action of a variable prizes device 40 caused in a decision of the state in a pattern changing play machine. A right continuing means 427 sets up a kind of the hit state to the same kind of the hit state as the hit state in the first process when the result of the pattern changing play machine is a hit state in the process after the first process of a maximum set number of times, in which a series of process from an establishment of a start condition to a special prize is repeated. The shooting control means 420 also changes the upper limit value per unit time of the shooting balls to a higher value than usual."
631,35953227,en,"PURPOSE:To enhance sensitivity and potential stability during uses for a long time by using a specified disazo pigment for a photosensitive layer. CONSTITUTION:The electrophotographic sensitive body is provided with a photoconductive layer containing one of the disazo pigments represented by formula I in which R1 is H atom, optionally substituted alkyl, aryl, aralkyl, or the like; each of R2-R5 is H atom or an electron attractive group; each of A and A' is a coupler residue having a phenolic hydroxyl group; each of Ar1 and Ar2 is an optionally substituted aromatic hydrocarbon ring group or such a heterocyclic aromatic group, thus permitting the obtained photosensitive body to obtain practicable high sensitivity characteristics and stable potential characteristics against repeated uses."
632,35953228,en,"PURPOSE:To obtain a carrier generating material capable of generating carriers through exposure to the visible light and having superior film forming performance by using a chain polymer having specified rhodanine derivatives on its side chains for said material. CONSTITUTION:A single layer contains a carrier transfer material and the carrier generating material consisting of the chain polymer is substituted on its side chains by the rhodanine derivatives each represented by formula I in which each of R1 and R2 is H, alkyl, or optionally substituted aryl, and the rhodanine ring part acts as an electron acceptor, and the benzylidene part acts as an electron donor, and it is allowed to form an intramolecular carrier transfer type complex by exposure to the visible light, thus permitting sensitization to the visible light and combination with a carrier generating pigment to be made unnecessary because it is allowed to generate carriers by exposure to the visible light, and to easily form a solid solution with a known carrier transfer material, and accordingly, to easily obtain a thin uniform film dispersed in molecular units only by dissolving it in a solvent and coating."
633,35953229,en,"PURPOSE:To industrially obtain the subject resin having individually excellent water-absorbing speed, water-absorbing amount and gel strength by treating a powdery hygroscopic polymeric compound having carboxyl group, etc., with specific crosslinking agent in the presence of water and ether compound. CONSTITUTION:A powdery hygroscopic compound having carboxyl group and/or carboxylate part (e.g., hydrolyzed substance of starch/acrylonitrile graft copolymer) is treated with a crosslinking agent having at least two functional groups reactive with the above hygroscopic polymeric compound (preferably epoxy compound or aluminum gel formed by reaction of aluminum salt and aluminate or aluminum salt and alkali metal hydroxide) in the presence of water and ether compound (preferably diethylene glycol methyl ether, propylene glycol ethyl ether or tetraethylene glycol dimethyl ether, etc.) to afford the aimed resin."
634,35953230,en,"PURPOSE:To detect the present position of a vehicle accurately by obtaining the present position of the vehicle to be updated and stored based on the present-vehicle bearing stored at previous time and the detected bearing change when it is judged that the difference in bearing changes is outside a specified range. CONSTITUTION:The differences between a detected bearing change DELTAtheta of a geomagnetism sensor 3 and detected bearing changes DELTAtheta1 of driven wheel speed sensors 4 (4a and 4b) are obtained. Whether the difference ¦DELTAtheta - DELTAtheta1¦ is within a specified range or not is judged. Then, a present vehicle bearing theta to be updated and stored is obtained based on the detected bearing data from the sensor 3 and stored in a memory M. Then, the present vehicle position is obtained based on the bearing theta stored in the memory M and the detected speeds of the sensors 4. When the obtained present vehicle position does not agree with the position on a map, the detected bearing data detected with the sensor is not adopted. The new vehicle bearing theta1 is obtained based on the bearing theta stored in the memory M and the bearing change DELTAtheta1 from the sensors 4 and stored in the memory M for updating. Therefore, the disturbance generated in the sensor 3 is removed, and the present vehicle position can be obtained accurately."
635,35953231,en,"PURPOSE:To efficiently promote chemical reaction and to obtain a stable organic thin film in excellent controllability by vaporizing organic molecules in a vacuum chamber, monomolecularly piling the organic molecules on a substrate to form a thin film and then subjecting to combination of light irradiation and impression of high magnetic field. CONSTITUTION:At least one kind of organic molecules as a solid source is fed to cells 5, heated in a vacuum chamber 1 in a vacuum state, vaporized, passed as a molecular beam through shutters 6, the organic molecules having reached a substrate 2 are adsorbed on the substrate 2 to form an orientated monomolecular film. An operation of irradiation with a laser beam from a high-quality photon beam generator 7 to polymerize the organic molecules, to form a polymer and stabilize the molecules and an operation of photo- crosslinking in the monomolecular film by impression of high magnetic field by a high magnetic field generator 4 are simultaneously or successively carried out to give the objective organic thin film."
636,35953232,en,"PURPOSE:To eliminate troubles resulting from organic solvents, by hastening the sticking speed of a thermo-contracting plastic film on a material to neatly apply it. CONSTITUTION:A thermo-sensitive adhesive 2 is applied on a thermo-contractive plastic film 1. The thermo-contractive plastic film 1 wound up on the external face of a vessel 3 to be applied and the thermo-sensitive adhesive 2 activated with heat is stuck on the vessel 3. Thereafter, this is heated at a higher temperature than the thermo-contractive temp. of the thermo-contractive plastic film 1. Since the thermo-sensitive adhesive 2 which does not have the adhesive characteristic at the normal temp., is used, it is not necessary to use separable paper. The activation temp. of the thermo-sensitive adhesive 2 is lower than the thermo-contractive temp. of the thermo-contractive plastic film 1 and hence, any deformations are not brought in the thermo-contractive plastic film 1 when activating the thermo-sensitive adhesive 2. Moreover, it is not necessary to use organic solvents owing to use of thermo-sensitive adhesive 2."
637,35953233,en,"PURPOSE:To provide a low-cost polishing device by which a work can be polished with good accuracy. CONSTITUTION:An XY stage 40 can be freely moved on the horizontal XY plane on a base pedestal 50. A lower flat plate 20 is fixed on the XY stage 40 by support pedestals 21, 22. An upper flat plate 10 is supported above the lower flat plat 20 by support shafts 11, 12. The lower ends of the support shafts 11, 12 are inserted in through holes formed on the lower flat plate 20. A polishing blade 61 is mounted on a motor 60 supported by a strut 51. When a piston 31 is driven up and down by a cylinder 30, a work W on the upper flat plate 10 is moved to reciprocate vertically. When the motor 60 is simultaneously rotated, a part for polishing of the work W is polished by the polishing surface 62. If the XY stage 40 is moved on the XY plane, a part to be polished can be, moved."
638,35953234,en,"PURPOSE:To execute recognition-processing corresponding to the slip type by surely reading an ID code in a state where the slips of different types coexist without assortment in a system allowing an optical character reader to read and to recognize a character entered onto a paper prepared based on a format defined in advance. CONSTITUTION:This system arranges an ID field to enter the ID code in it for identifying the type of each slip at the same position and in the same direction on each slip without regard to the type of each slip, recognizes the ID code within the ID field before the processing of the reading/recognizing of the character (S11), identifies the type of the slip of a reading/recognizing object (S12) and reads/recognizes the character noted on the pertinent slip corresponding to the slip type (S13)."
639,35953235,en,"PURPOSE: To prepare a water-shielding sheet being heat-sealable and excellent in mechanical strengths such as tensile strength and having a property of satisfactorily following the contour of a substrate. CONSTITUTION: This sheet is made of a composition comprising 100 pts.wt. high-pressure process low-density polyethylene and/or low-pressure process low-density linear polyethylene each of which has a melt flow rate of 0.1-10g/10min at 190 deg.C, 2-50 pts.wt. low-pressure ultra low-density linear polyethylene having a density of 0.890-0.914g/cm<3> and 1-30 pts.wt. ethylene/vinyl acetate copolymer having a melt flow rate of 0.8-40g/10min and a vinyl acetate monomer unit content of 10-40wt.%."
640,35953236,en,"PROBLEM TO BE SOLVED: To reduce the number of part items and to attain miniaturization. SOLUTION: A short-circuiting member 36 is integrally formed in the elastic contact piece 33 of the female terminal metal fitting on the lower state side and while the tab T of a male terminal metal fitting is not fitted, the short- circuiting member 36 is brought into contact with a female terminal metal fitting 20 and both female terminal metal fittings are short-circuited. When the tab T is fitted in the female terminal metal fitting 30, the short-circuiting member 36 is elastically bent downward by the engagement of the tab T of the lower stage side and moved away from the female terminal metal fitting 20 on an upper stage side and thus, short-circuiting of both female terminal metal fittings 20 and 30 are released. Since the female terminal metal fitting 30 is provided with the short-circuiting member 36 and the tab T is provided with a short-circuiting releasing function, compared with the case that a short- circuiting member and a short-circuiting releasing member are separately provided, the number of part items and space are reduced."
641,35953237,en,"PROBLEM TO BE SOLVED: To surely detect clipping even when the number of clip detection circuits is decreased by detecting clipping through the combination of output signals of 1st and 4th high efficiency amplifiers or combination of output signals of 2nd and 3rd high efficiency amplifiers. SOLUTION: Feedback signals (a), (b) of a left front 1st differential amplifier 1LF are fed to a clip detection circuit 9. When a level of a left audio signal reaches a level at which an output amplified signal of left front use 1st and 2nd output amplifiers 2LF, 3LF clips an output amplified signal of, the clip detection circuit 9 detects it to generate a clip detection signal (c). Furthermore, the left, audio signal is also fed to a left rear use 1st differential amplifier 1LR. Thus, when the left audio signal reaches a level to clip an output amplified signal of left rear use output amplifiers 2LF, 3LF, the left audio signal detects clipping of the output amplifier signal of the left front use output amplifiers 2LF, 3LF."
642,35953238,en,"PROBLEM TO BE SOLVED: To prevent cans when stacked in numerous stages from slipping by a fastening band which is used for fitting over the exterior of the can and fastened from outward, thereby applying a lid. SOLUTION: A band body 1 includes a belt 11 in contact with an outer peripheral face of cans C1, C2 at the time of fastening, a pressing part 12 extending inward from an upper rim of the belt 11 for pressing a lid L from upward, and an engaging part 13 extending inward from a lower rim of the belt 11 to be engaged with a recess L1 formed on the outer peripheral face of the cans C1, C2. A length size of the pressing part 12 is extended to approximately align with a thickness size of an outer wall of a recess L2 formed on a bottom of the can C2 which is stacked above. In addition, a fitting piece 121 extending upward and fitted into the recess L2 formed on the bottom of the can C2 stacked above is formed at a tip of the pressing part 12."
643,35953239,en,"PROBLEM TO BE SOLVED: To obtain a spindle motor that improves reliability in the sealing of a spindle, while reducing the swing of a disk placement part and is used for a disk drive that is realized at low price. SOLUTION: A spindle motor is provided with a spindle 25 having a plurality of peripheral grooves 39a and 39b and a rotor case 22 with a disk placement part 37, for mounting a recording disk at an end part in an axial direction at an outer-peripheral cylindrical part 28. The spindle 25 and the rotor case 22 are forced in and sealed, while an adhesive 47 is used together so that the peripheral grooves 39a and 39b of the spindle 25 face opposite an inner-periphery cylindrical part 24 of the rotor case 22."
644,35953240,en,"PROBLEM TO BE SOLVED: To provide a pachinko machine that causes great excitement in the whole games by raising a player's profit through increasing the number of shooting pachinko balls according to each concrete playing situation, and can supply and discharge pachinko balls constantly according to the change of the number of shooting balls per unit time. SOLUTION: A shooting control means 420 changes an upper limit value of a number of shooting balls per unit time to a higher value than usual, and also changes the upper limit value to a mutually different value according to a kind of the hit state during the time of an open and shut action of a variable prizes device 40 caused in a decision of the state in a pattern changing play machine. A right continuing means 427 sets up a kind of the hit state to a different kind of a hit state from the hit state in the preceding process when the result of the pattern changing play machine is a hit state in the process after the first process of a maximum set number of times, in which a series of process from an establishment of a start condition to a special prize is repeated. The shooting control means 420 also changes the upper limit value per unit time of the shooting balls to a higher than usual."
645,35953241,en,"PURPOSE:To enhance sensitivity and potential stability during uses for a long time by using a specified disazo pigment for a photosensitive layer. CONSTITUTION:The electrophotographic sensitive body is provided with a photoconductive layer containing one of the disazo pigments represented by formula I in which R1 is H atom, optionally substituted alkyl, aryl, aralkyl group, or the like; each of R2-R5 is H atom or an electron attractive group; each of A and A' is a coupler residue having a phenolic hydroxyl group; each of Ar1-Ar4 is an optionally substituted aromatic hydrocarbon ring group or such a heterocyclic aromatic group, thus permitting the obtained photosensitive body to obtain practicable high sensitivity characteristics and stable potential characteristics against repeated uses."
646,35953242,en,"PURPOSE:To obtain a photoconductive color toner having photoconductivity in the visible light wavelength region and clear hue by dispersing a specified rhodanine derivative in a binder resin composed of a halogen-containing polymer. CONSTITUTION:The photoconductive toner is obtained by dispersing into the binder resin of the halogen-containing polymer a photoconductive material made of one of the rhodanine derivatives represented by formula I in which R<1> is optionally substituted alkyl, such aralkyl, aryl, or amino, and each of R<2> and R<3> is H, alkyl, or optionally substituted aryl, and optionally same or different from each other. This photoconductive toner has photoconductivity in the visible wavelength region without containing any carrier generating material, thus permitting the obtained toner to have uniform characteristics in each toner particle, to form a sharp image free from background stains, and the photoconductor to be dissolved and dispersed into the binder resin, forming a sharp yellow orange color superior in transmittance."
647,35953243,en,"PURPOSE:To prevent a lock member from getting in the way of a steering wheel and improve an operating property by providing the lock member in a portion corresponding to the end portion of a column tube while being separated from the steering wheel on the end portion of an inner shaft. CONSTITUTION:In a steering device, since a lock member 21 and a lock lever 22 are placed in portions corresponding to the rear end portion of an outer shaft 6 being separated from the rear end portion of an inner shaft 12 on which a steering wheel is installed and will not get in the way of the steering wheel. Also, since the small diameter shaft portion 21b of the lock member 21 is moved in the slotted hole of a telescopic pipe 19, it will not take place that the external thread portion 21a of the lock member 21 hits against the end portion of the slotted hole 20 to crush the thread thereby, the move of the lock member 21 can be smoothly carried out without causing the lack of clamping force caused by the crush of the thread."
648,35953244,en,"PURPOSE:To accurately detect speed through correction of missing tooth state by providing means for detecting whether the tooth of a rotating gear like pulse disc is broken and means for generating an apparent pseudo pulse at the part of a broken tooth. CONSTITUTION:A magnetic pickup 1(detector) detects the tooth of the gear like pulse disc 3 mounted on an axle 2 in a non-contact state. A broken tooth presence and absence detection means and a pseudo pulse generating means are embodied by the processing program preliminarily stored in the memory 5 within a control unit 4. Further, a processing program for calculating car speed from a pulse is also preliminarily stored in the memory 5. When a pulse duration longer than a predetermined value is measured, the broken tooth presence and absence detection means judges that a broken tooth is generated in the pulse disc 3. The pseudo pulse generating means generates an apparent pseudo pulse in the broken tooth generated part and said pulse is processed as if a pulse is generated at that part."
649,35953245,en,"PURPOSE:To attain proper correction, and to improve the quality of a mold-cut product or a vinyl package product by effectively utilizing the softening correction and self- recovery of a sheet original sheet for the intermittent time when the sheet original sheet is held by a correcting plate and a hold-down plate. CONSTITUTION:The first section of a vinyl sheet original sheet 51 introduced between a correcting plate 2 and a hold-down plate 4 is transferred under an approximately horizontal state by the hold-down plate 4, and held for approximately 0.6sec by the correcting plate 2 and the hold-down plate 4, a vinyl sheet original sheet (a) is softened from a low temperature and the hold-down plate 4 is lowered by a time switch, a wave pattern generated in the first section (a) is self-recovered at normal temperature, and distortion generated is corrected. Approximately 0.4sec is considered as an ideal in the opening. The first section (a) is transferred to the next second region owing to second softening correction and self-recovery at normal temperature, the smooth softening of the first section (a) is attained from a temperature slightly higher than a low temperature region, and the formation of the wave pattern is reduced extremely. Accordingly, the correction of the winding tendency of the first section (a) of the vinyl sheet original sheet 51 is completed through third, fourth and fifth softening correction and a self-recovery process at normal temperature."
650,35953246,en,"PURPOSE: To prevent the magnetic head provided on the device from being damaged when a magnetic sheet cassette is mounted in the device. CONSTITUTION: This device is provided with a cover 2 which is supported on the device main body so as to be freely opened and closed, a cassette holder 12 which houses a magnetic sheet cassette incorporated with a magnetic sheet and fits the rotating driving shaft of the motor provided on the main body side into the center hub of the magnetic sheet cassette by closing the cover and a magnetic head provided on the main body side and magnetically records and reproduces signals on the magnetic sheet. Moreover, a shielding wall 34 is provided on the insertion direction side of the magnetic sheet cassette to the magnetic head so that the contact between magnetic sheet cassette and the magnetic head is shielded by the shielding wall when the cover is open."
651,35953248,en,"PURPOSE:To provide a container spreader device effective, when a container is prevented from dropping down due to misoperation of a twist lock. CONSTITUTION:In a container spreader device formed so that a container 4 is supported to be hung by inserting a twist lock 7 into a hanging hole formed in the container 4 and by turning the twist lock at a prescribed angle by a hydraulic cylinder 13, the device is provided with a rod 16 moved upward by contact of the end part with the container, in the case of inserting the twist lock 7 into the hanging hole 4a of the container, and detecting means 19, 21 for detecting upward moving the rod 16 to generate an output signal. The device is provided with a pipe line opening/closing valve for controlling opening of a pipe line for supplying operating oil to the hydraulic cylinder based on only the output signal from the detecting means 19, 21."
652,35953249,en,"PURPOSE: To facilitate the extension and disassembly of divided partial chain cutters in the endless chain cutter of an excavator. CONSTITUTION: A feed screw 11 is provided on the right and left sides of divided end parts of partial support bodies 1a, 1b, and 1c of partial chain cutters A1, A2, and A3 formed by dividing an endless chain cutter A having an excavating chain B, in parallel with the traveling direction of the excavating chain B. Also a movable table 10 which moves in parallel by the rotation of the feed screw 11 is screwed onto the feed screw 11, and a chain fixing means C is provided at the side of the movable table 10. By this means C, the end links 6, 7, 7a, and 8 of partial chains B1, B2, and B3 of the partial chain cutter are fixed, and can be moved to the optimum connecting position to a mating connecting link."
653,35953250,en,"PROBLEM TO BE SOLVED: To assemble a capacity element easy in the pattern design capable of eliminating the wasteful capacity value by externally protruding a part of the second aperture part. SOLUTION: The first aperture part is formed in the first insulating film 27 on the lower electrode 26 and then a silicon nitride film 29 is formed on the first aperture part further to form the second insulating film 30 on the film 29. Next, the second aperture part 31 is formed on the second insulating film 30 further to form the upper electrode 32 on the second aperture part 31. Next, the silicon nitride film 29 and the second aperture part 31 are partly protruded outside from the connecting part 36 of a connecting electrode 33 drawing around the upper electrode 32 so as to form expansion parts 29a, 31a. In such a structure, the step on the connection part 36 can be relieved."
654,35953251,en,"PROBLEM TO BE SOLVED: To provide flooring at low cost which avoids cracking of a surface decorative member. SOLUTION: Wood to be formed into a base material such as plywood, MDF, or OSB is enclosed in a sealed space, is heated to vaporize at high pressure the water which the wood itself contains, and if necessary heated steam is supplied from the outside to subject the wood to a size stabilizing process through heated steam treatment. The wood treated is used as the base material, and a surface decorative member such as a sliced veneer is bonded to the base material and laminated to manufacture flooring."
655,35953252,en,"PROBLEM TO BE SOLVED: To provide a vertical-type semiconductor manufacturing apparatus, which can improve temperature detection accuracy and eliminates troubles in changing compensation conductors. SOLUTION: This apparatus comprises a reaction tube 3, having a lower end opening, a furnace opening cap 8 moved vertically by a boat elevator 10 to open and close the lower end opening of the reaction tube 3, a boat 7 carried on the furnace opening cap 8 which is moved up vertically to carry the boat in and out of the reaction tube 3 through the lower opening, a thermocouple 15 mounted on the furnace opening cap 8 so as to be carried in and out of the reaction tube 3 together with the boat 7, and a detector 25 connected to strands of the thermocouple 15 led out through the furnace opening cap 8 for converting the thermoelectromotive force of the thermocouple 15 to an electrical signal, the detector 25 is mounted on an elevator arm 9 holding the furnace opening cap 8 and the electrical signal outputted from the detector 25 is sent to a temperature controller 20 through a normal signal line 26, rather than through the compensating conductors."
656,35953253,en,"PURPOSE:To enhance sensitivity and potential stability during uses for a long time by using a specified disazo pigment for a photosensitive layer. CONSTITUTION:The electrophotographic sensitive body is provided with a photoconductive layer containing one of the disazo pigments represented by formula I in which each of R1-R4 is H atom or an electron attractive group; each of R5 and R6 is H atom or optionally substituted alkyl, aralkyl, or aryl group, or a group for forming an optionally substituted hydrocarbon cyclic group or aromatic hydrocarbon ring group or heterocyclic aromatic group; each of A and A' is a coupler residue having a phenolic hydroxyl group; each of Ar1-Ar4 is an optionally substituted aromatic hydrocarbon ring group or such a heterocyclic aromatic group, thus permitting the obtained photosensitive body to obtain practicable high sensitivity characteristics and stable potential characteristics against repeated uses."
657,35953254,en,"PURPOSE:To obtain a photoconductive color toner having photoconductivity in the visible light wavelength region and clear hue by dispersing a specified rhodanine derivative into a binder resin composed of a halogen-containing polymer. CONSTITUTION:The photoconductive toner is obtained by dispersing into the binder resin of the halogen-containing polymer a photoconductive material made of one of the rhodanine derivatives each represented by formula I in which R<1> is optionally substituted alkyl, such aralkyl, aryl, or amino, and R<2> is 1-6C lower alkyl, OH, or the like. This photoconductive toner has excellent photoconductivity in the visible wavelength region without containing any carrier generating material, thus permitting the obtained toner to have uniform characteristics in each toner particle, to form a sharp image free from background stains and the clear yellow binder resin by dissolving and dispersing said photoconductor into it and to form a sharp yellow toner superior in light transmittance."
